Code,Company,Company name,Category,Market,EPS,NTA,PE,DY,ROE,Market capital
5065,ORNA,ORNAPAPER BERHAD,Industrial Products & Services,Main Market,17.39,2.440,10.47,1.65,7.13,136.96
2445,KLK,KUALA LUMPUR KEPONG BERHAD,Plantation,Main Market,71.47,10.040,32.60,2.15,7.12,25187.71
7162,ASTINO,ASTINO BERHAD,Industrial Products & Services,Main Market,10.82,1.520,7.99,1.73,7.12,237.11
1996,KRETAM,KRETAM HOLDINGS BERHAD,Plantation,Main Market,1.95,0.275,32.56,1.57,7.09,1478.04
5116,ALAQAR,AL-`AQAR HEALTHCARE REIT,Real Estate Investment Trusts,Main Market,9.31,1.317,14.50,5.74,7.07,993.58
1899,BKAWAN,BATU KAWAN BERHAD,Plantation,Main Market,104.44,14.770,17.22,3.06,7.07,7183.65
4588,UMW,UMW HOLDINGS BERHAD,Consumer Products & Services,Main Market,22.91,3.250,12.57,2.08,7.05,3364.69
7439,TECGUAN,TECK GUAN PERDANA BERHAD,Consumer Products & Services,Main Market,10.37,1.477,13.40,0.00,7.02,55.73
5053,OSK,OSK HOLDINGS BERHAD,Property,Main Market,17.76,2.530,4.62,6.10,7.02,1718.15
7229,FAVCO,FAVELLE FAVCO BERHAD,Industrial Products & Services,Main Market,22.38,3.190,9.47,7.08,7.02,474.76
5134,SAB,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,Main Market,32.17,4.590,11.75,1.32,7.01,517.61
7031,AMTEL,AMTEL HOLDINGS BERHAD,Telecommunications & Media,Main Market,6.63,0.956,63.63,0.00,6.94,274.45
0190,ESAFE,EVERSAFE RUBBER BERHAD,Industrial Products & Services,Ace Market,1.89,0.275,13.73,3.85,6.89,62.55
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,Financial Services,Main Market,28.44,4.140,9.11,0.00,6.87,4009.59
0192,INTA,INTA BINA GROUP BERHAD,Construction,Main Market,1.80,0.263,15.53,3.57,6.86,149.87
5228,ELKDESA,ELK-DESA RESOURCES BERHAD,Financial Services,Main Market,9.79,1.430,14.10,5.25,6.84,410.16
7076,CBIP,CB INDUSTRIAL PRODUCT HOLDING BERHAD,Industrial Products & Services,Main Market,10.01,1.470,10.69,1.87,6.81,527.78
0136,GREENYB,GREENYIELD BERHAD,Consumer Products & Services,Main Market,1.18,0.174,15.20,1.11,6.81,60.07
3514,MARCO,MARCO HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.36,0.200,9.18,2.40,6.81,131.79
5159,YOCB,YOONG ONN CORPORATION BERHAD,Consumer Products & Services,Main Market,10.25,1.510,8.78,3.33,6.79,144.00
7107,OFI,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Consumer Products & Services,Main Market,5.62,0.830,15.29,1.74,6.78,206.40
5285,SIMEPLT,SIME DARBY PLANTATION BERHAD,Plantation,Main Market,13.32,1.970,36.86,0.82,6.76,33803.26
0008,WILLOW,WILLOWGLEN MSC BERHAD,Technology,Main Market,2.30,0.340,18.52,3.53,6.75,210.80
9113,ICONIC,ICONIC WORLDWIDE BERHAD,Consumer Products & Services,Main Market,2.48,0.370,19.55,0.00,6.71,204.10
5106,AXREIT,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,9.85,1.472,19.59,4.80,6.69,2783.70
0207,MESTRON,MESTRON HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.53,0.080,34.69,0.81,6.67,163.26
6939,FIAMMA,FIAMMA HOLDINGS BERHAD,Consumer Products & Services,Main Market,6.90,1.040,8.48,4.70,6.64,298.37
0199,TRIMODE,TRI-MODE SYSTEM (M) BERHAD,Transportation & Logistics,Ace Market,3.02,0.460,17.22,1.25,6.56,86.32
8443,HIL,HIL INDUSTRIES BERHAD,Industrial Products & Services,Main Market,7.09,1.090,13.76,1.23,6.50,325.69
7103,SPRITZER,SPRITZER BHD,Consumer Products & Services,Main Market,13.21,2.044,13.86,2.46,6.46,384.29
9881,LSTEEL,LEADER STEEL HOLDINGS BERHAD,Industrial Products & Services,Main Market,7.30,1.130,7.20,0.00,6.46,73.68
5264,MALAKOF,MALAKOFF CORPORATION BERHAD,Utilities,Main Market,7.03,1.100,12.52,7.44,6.39,4400.00
7178,YSPSAH,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,Health Care,Main Market,15.30,2.400,14.38,3.64,6.38,309.68
1015,AMBANK,AMMB HOLDINGS BERHAD,Financial Services,Main Market,40.88,6.420,8.05,4.04,6.37,9916.67
2062,HARBOUR,HARBOUR-LINK GROUP BERHAD,Transportation & Logistics,Main Market,6.75,1.070,13.62,1.09,6.31,368.37
3298,HEXZA,HEXZA CORPORATION BERHAD,Industrial Products & Services,Main Market,8.32,1.320,13.82,6.52,6.30,230.44
6432,APOLLO,APOLLO FOOD HOLDINGS BERHAD,Consumer Products & Services,Main Market,19.79,3.140,18.64,2.71,6.30,295.20
7252,TEOSENG,TEO SENG CAPITAL BERHAD,Consumer Products & Services,Main Market,6.65,1.060,11.95,7.55,6.27,238.51
0171,PLABS,PETERLABS HOLDINGS BERHAD,Consumer Products & Services,Ace Market,1.52,0.243,14.44,4.55,6.27,60.55
0197,WEGMANS,WEGMANS HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.00,0.160,31.41,1.59,6.27,157.50
1929,CHINTEK,CHIN TECK PLANTATIONS BERHAD,Plantation,Main Market,48.10,7.700,14.14,1.62,6.25,621.27
6068,PCCS,PCCS GROUP BERHAD,Consumer Products & Services,Main Market,4.56,0.730,9.65,2.27,6.25,93.12
5227,IGBREIT,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,6.64,1.068,24.98,4.07,6.22,5916.21
5010,TONGHER,TONG HERR RESOURCES BERHAD,Industrial Products & Services,Main Market,19.08,3.070,12.00,4.37,6.22,360.51
6888,AXIATA,AXIATA GROUP BERHAD,Telecommunications & Media,Main Market,10.40,1.720,32.21,2.84,6.05,30717.96
5223,MENTIGA,MENTIGA CORPORATION BERHAD,Industrial Products & Services,Main Market,15.70,2.620,5.64,0.00,5.99,61.95
1171,MBSB,MALAYSIA BUILDING SOCIETY BERHAD,Financial Services,Main Market,7.59,1.270,8.04,4.92,5.98,4254.99
7249,EWEIN,EWEIN BERHAD,Property,Main Market,5.43,0.910,5.71,11.29,5.96,93.49
7034,TGUAN,THONG GUAN INDUSTRIES BERHAD,Industrial Products & Services,Main Market,19.78,3.330,12.79,1.19,5.94,963.85
0113,MMSV,MMS VENTURES BERHAD,Technology,Main Market,1.78,0.300,69.09,1.63,5.93,251.75
7722,ASIABRN,ASIA BRANDS BERHAD,Consumer Products & Services,Main Market,5.24,0.890,12.51,0.00,5.88,152.38
5291,HPMT,HPMT HOLDINGS BERHAD,Industrial Products & Services,Main Market,2.16,0.370,23.41,2.46,5.83,165.89
4197,SIME,SIME DARBY BERHAD,Consumer Products & Services,Main Market,12.57,2.160,17.58,4.52,5.82,15033.61
4065,PPB,PPB GROUP BERHAD,Consumer Products & Services,Main Market,90.08,15.490,20.78,1.66,5.82,26631.05
0182,LKL,LKL INTERNATIONAL BERHAD,Health Care,Ace Market,0.81,0.140,98.57,0.00,5.80,396.73
0227,EFRAME,ECONFRAME BERHAD,Industrial Products & Services,Ace Market,1.19,0.155,43.75,0.00,5.76,169.00
8486,LIONPSIM,LION POSIM BERHAD,Industrial Products & Services,Main Market,14.56,2.540,3.64,0.00,5.73,122.73
5278,RHONEMA,RHONE MA HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.43,0.600,21.72,1.34,5.72,149.64
5401,TROP,TROPICANA CORPORATION BERHAD,Property,Main Market,18.90,3.310,4.63,0.00,5.71,1286.62
5123,SENTRAL,SENTRAL REIT,Real Estate Investment Trusts,Main Market,6.77,1.198,13.74,7.61,5.65,996.76
5347,TENAGA,TENAGA NASIONAL BHD,Utilities,Main Market,53.19,9.446,18.24,10.31,5.63,55335.14
5681,PETDAG,PETRONAS DAGANGAN BHD,Consumer Products & Services,Main Market,31.54,5.700,61.95,4.35,5.53,19412.09
7140,OKA,OKA CORPORATION BHD,Industrial Products & Services,Main Market,4.09,0.740,16.38,5.97,5.53,164.41
3883,MUDA,MUDA HOLDINGS BERHAD,Industrial Products & Services,Main Market,19.84,3.600,16.48,1.22,5.51,997.52
3204,GKENT,GEORGE KENT (MALAYSIA) BERHAD,Construction,Main Market,5.31,0.964,13.85,3.40,5.51,414.00
5167,TURBO,TURBO-MECH BERHAD,Industrial Products & Services,Main Market,5.59,1.020,12.43,1.44,5.48,75.06
5012,TAANN,TA ANN HOLDINGS BERHAD,Plantation,Main Market,18.54,3.390,14.83,3.64,5.47,1223.32
6459,MNRB,MNRB HOLDINGS BERHAD,Financial Services,Main Market,17.80,3.270,5.06,3.33,5.44,704.78
5011,MSNIAGA,MESINIAGA BERHAD,Technology,Main Market,9.78,1.799,17.07,0.00,5.44,100.87
5140,TASCO,TASCO BERHAD,Transportation & Logistics,Main Market,12.28,2.270,36.57,0.45,5.41,898.00
6633,LHI,LEONG HUP INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,2.47,0.459,27.74,0.80,5.38,2500.25
5271,PECCA,PECCA GROUP BERHAD,Industrial Products & Services,Main Market,4.72,0.886,38.12,2.58,5.33,338.40
5080,POHKONG,POH KONG HOLDINGS BERHAD,Consumer Products & Services,Main Market,7.55,1.430,10.79,1.47,5.28,334.44
0120,VIS,VISDYNAMICS HOLDINGS BERHAD,Technology,Ace Market,1.42,0.270,94.82,0.74,5.27,231.93
0053,OSKVI,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,Ace Market,4.73,0.900,9.61,0.00,5.26,89.91
7227,UMSNGB,UMS-NEIKEN GROUP BERHAD,Industrial Products & Services,Main Market,6.78,1.290,16.81,2.63,5.26,91.20
7172,PMBTECH,PMB TECHNOLOGY BERHAD,Industrial Products & Services,Main Market,13.82,2.650,37.62,0.67,5.22,1095.39
7129,ASIAFLE,ASIA FILE CORPORATION BHD,Consumer Products & Services,Main Market,17.15,3.296,12.95,0.00,5.20,432.37
0158,SCC,SCC HOLDINGS BERHAD,Consumer Products & Services,Ace Market,1.54,0.301,24.72,0.00,5.11,53.64
7214,ARANK,A-RANK BERHAD,Industrial Products & Services,Main Market,4.23,0.830,11.95,3.96,5.09,86.48
0218,ACO,ACO GROUP BERHAD,Industrial Products & Services,Ace Market,1.07,0.210,28.55,0.98,5.09,100.89
0094,INIX,INIX TECHNOLOGIES HOLDINGS BERHAD,Technology,Ace Market,0.46,0.091,69.04,0.00,5.04,146.98
5138,HSPLANT,HAP SENG PLANTATIONS HOLDINGS BERHAD,Plantation,Main Market,10.56,2.100,16.94,1.40,5.03,1432.00
4731,SCIENTX,SCIENTEX BERHAD,Industrial Products & Services,Main Market,25.91,5.150,16.41,5.41,5.03,6590.03
0187,BCMALL,BCM ALLIANCE BERHAD,Industrial Products & Services,Ace Market,0.65,0.130,39.80,0.38,5.02,125.18
5035,KNUSFOR,KNUSFORD BERHAD,Industrial Products & Services,Main Market,11.44,2.295,6.29,0.00,4.99,71.74
2291,GENP,GENTING PLANTATIONS BERHAD,Plantation,Main Market,26.41,5.310,36.31,1.36,4.97,8605.67
5183,PCHEM,PETRONAS CHEMICALS GROUP BERHAD,Industrial Products & Services,Main Market,18.79,3.790,39.12,2.45,4.96,58800.00
7114,DNONCE,D'NONCE TECHNOLOGY BHD,Industrial Products & Services,Main Market,2.26,0.460,22.97,0.00,4.92,162.82
5230,TUNEPRO,TUNE PROTECT GROUP BERHAD,Financial Services,Main Market,3.73,0.760,10.47,0.00,4.90,293.19
3859,MAGNUM,MAGNUM BERHAD,Consumer Products & Services,Main Market,8.24,1.710,25.97,7.40,4.82,3076.78
5211,SUNWAY,SUNWAY BERHAD,Industrial Products & Services,Main Market,8.20,1.710,18.16,5.01,4.80,7351.56
3913,MUIPROP,MUI PROPERTIES BERHAD,Property,Main Market,1.84,0.390,10.90,0.00,4.71,152.81
4324,HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,Energy,Main Market,33.68,7.164,16.24,0.00,4.70,1641.00
5208,EITA,EITA RESOURCES BERHAD,Industrial Products & Services,Main Market,6.65,1.420,17.29,4.17,4.68,299.00
5054,TRC,TRC SYNERGY BERHAD,Construction,Main Market,4.20,0.900,7.50,3.49,4.67,151.36
0185,HSSEB,HSS ENGINEERS BERHAD,Industrial Products & Services,Main Market,2.10,0.450,23.81,0.00,4.67,247.93
9059,TSH,TSH RESOURCES BERHAD,Plantation,Main Market,4.67,1.003,23.55,1.82,4.66,1519.98
0223,SAMAIDEN,SAMAIDEN GROUP BERHAD,Industrial Products & Services,Ace Market,1.94,0.106,96.25,0.00,4.60,392.70
4286,SEAL,SEAL INCORPORATED BERHAD,Property,Main Market,5.87,1.279,5.63,0.00,4.59,80.17
7199,KEINHIN,KEIN HING INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,5.00,1.090,13.41,0.00,4.58,72.96
0024,JAG,JAG BERHAD,Industrial Products & Services,Ace Market,1.60,0.350,15.33,0.00,4.56,133.31
7095,PIE,P.I.E. INDUSTRIAL BERHAD,Industrial Products & Services,Main Market,5.22,1.150,69.39,1.38,4.54,1390.23
0172,OCK,OCK GROUP BERHAD,Telecommunications & Media,Main Market,2.54,0.560,17.35,0.00,4.53,463.95
5220,GLOTEC,GLOBALTEC FORMATION BERHAD,Industrial Products & Services,Main Market,4.12,0.911,11.88,0.00,4.53,131.85
7202,CSCENIC,CLASSIC SCENIC BERHAD,Consumer Products & Services,Main Market,3.48,0.770,33.34,4.31,4.52,139.78
7050,WONG,WONG ENGINEERING CORPORATION BERHAD,Industrial Products & Services,Main Market,2.76,0.620,24.50,3.70,4.44,77.36
7210,FREIGHT,FREIGHT MANAGEMENT HOLDINGS BERHAD,Transportation & Logistics,Main Market,4.66,1.050,30.68,1.40,4.44,399.29
6491,KFIMA,KUMPULAN FIMA BERHAD,Industrial Products & Services,Main Market,12.42,2.840,14.25,5.08,4.37,499.55
1538,SYMLIFE,SYMPHONY LIFE BERHAD,Property,Main Market,6.86,1.580,7.43,3.92,4.34,322.22
5191,TAMBUN,TAMBUN INDAH LAND BERHAD,Property,Main Market,6.34,1.470,9.93,6.19,4.31,273.81
7203,WANGZNG,WANG-ZHENG BERHAD,Consumer Products & Services,Main Market,5.43,1.260,16.94,4.89,4.31,147.20
1368,EDGENTA,UEM EDGENTA BERHAD,Industrial Products & Services,Main Market,7.54,1.750,20.15,9.21,4.31,1264.07
5088,APEX,APEX EQUITY HOLDINGS BERHAD,Financial Services,Main Market,6.66,1.550,14.64,0.00,4.30,208.22
9369,TGL,TEO GUAN LEE CORPORATION BERHAD,Consumer Products & Services,Main Market,9.49,2.230,16.12,1.96,4.26,62.34
5280,KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,4.28,1.013,18.93,7.63,4.22,409.29
7128,CAMRES,CAM RESOURCES BERHAD,Consumer Products & Services,Main Market,2.57,0.610,15.58,0.00,4.21,78.72
0078,GDEX,GDEX BERHAD,Transportation & Logistics,Main Market,0.38,0.090,98.13,0.54,4.19,2087.32
5269,ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,4.50,1.080,13.01,8.12,4.16,339.30
0105,ASIAPLY,ASIA POLY HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.79,0.190,36.19,0.00,4.15,227.19
9237,SCIB,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,Industrial Products & Services,Main Market,4.60,1.110,45.65,1.70,4.14,1030.11
6769,JKGLAND,JKG LAND BERHAD,Property,Main Market,0.87,0.210,9.20,0.00,4.14,181.99
5257,CARIMIN,CARIMIN PETROLEUM BERHAD,Energy,Main Market,2.99,0.728,21.56,0.78,4.11,150.85
0049,OCNCASH,OCEANCASH PACIFIC BERHAD,Consumer Products & Services,Main Market,1.63,0.402,33.14,1.48,4.05,140.83
0112,MIKROMB,MIKRO MSC BERHAD,Technology,Ace Market,0.67,0.167,32.87,0.23,4.01,129.63
0080,STRAITS,STRAITS INTER LOGISTICS BERHAD,Transportation & Logistics,Ace Market,0.69,0.174,24.06,0.00,3.95,107.36
3905,MULPHA,MULPHA INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,34.88,8.840,3.70,0.00,3.95,412.11
5127,ARREIT,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,5.34,1.355,12.07,9.61,3.94,369.73
7006,LATITUD,LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,Main Market,23.90,6.120,18.41,1.36,3.91,427.71
6599,AEON,AEON CO. (M) BHD,Consumer Products & Services,Main Market,4.57,1.170,20.79,4.21,3.91,1333.80
5185,AFFIN,AFFIN BANK BERHAD,Financial Services,Main Market,17.40,4.610,9.54,4.22,3.77,3452.45
7228,T7GLOBAL,T7 GLOBAL BERHAD,Energy,Main Market,1.55,0.410,26.83,0.00,3.77,263.05
8478,HWATAI,HWA TAI INDUSTRIES BERHAD,Consumer Products & Services,Main Market,1.15,0.308,51.28,0.00,3.74,44.15
6297,BOXPAK,BOX-PAK (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,7.50,2.020,18.66,0.00,3.72,168.07
5026,MHC,MHC PLANTATIONS BHD,Plantation,Main Market,4.64,1.250,15.19,0.00,3.71,138.56
5038,KSL,KSL HOLDINGS BERHAD,Property,Main Market,11.24,3.030,5.11,0.00,3.71,596.57
6238,HSL,HOCK SENG LEE BERHAD,Construction,Main Market,5.58,1.515,16.94,2.54,3.68,550.63
5789,LBS,LBS BINA GROUP BERHAD,Property,Main Market,3.20,0.870,12.83,0.00,3.67,643.39
7854,TIMWELL,TIMBERWELL BERHAD,Industrial Products & Services,Main Market,2.13,0.582,23.90,0.00,3.67,45.42
5398,GAMUDA,GAMUDA BERHAD,Construction,Main Market,12.23,3.410,27.64,1.78,3.59,8495.72
8605,FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.38,0.944,19.69,0.00,3.58,79.61
0054,KARYON,KARYON INDUSTRIES BERHAD,Industrial Products & Services,Main Market,0.79,0.220,25.46,5.00,3.57,95.14
5110,UOAREIT,UOA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,5.14,1.451,21.39,7.67,3.54,743.16
0195,BINACOM,BINASAT COMMUNICATIONS BERHAD,Telecommunications & Media,Ace Market,1.06,0.300,36.36,0.00,3.53,110.28
7187,CHGP,CHIN HIN GROUP PROPERTY BERHAD,Transportation & Logistics,Main Market,1.40,0.400,52.88,0.00,3.50,256.04
0180,KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,Consumer Products & Services,Ace Market,0.63,0.180,23.83,0.00,3.50,100.54
6521,SURIA,SURIA CAPITAL HOLDINGS BERHAD,Transportation & Logistics,Main Market,11.32,3.276,8.61,5.13,3.46,337.18
5005,UNISEM,UNISEM (M) BERHAD,Technology,Main Market,6.82,1.976,128.86,0.68,3.45,7089.48
7217,EMETALL,EONMETALL GROUP BERHAD,Industrial Products & Services,Main Market,4.66,1.350,14.06,0.00,3.45,135.46
8583,MAHSING,MAH SING GROUP BERHAD,Property,Main Market,4.83,1.410,16.67,4.16,3.43,1954.29
8117,POLY,POLY GLASS FIBRE (M) BERHAD,Industrial Products & Services,Main Market,3.70,1.092,15.95,1.69,3.39,94.38
7073,SEACERA,SEACERA GROUP BERHAD,Industrial Products & Services,Main Market,3.89,1.150,5.78,0.00,3.38,108.39
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,Financial Services,Main Market,18.42,5.550,21.12,6.68,3.32,38600.36
3484,DBHD,DAMANSARA HOLDINGS BERHAD,Property,Main Market,1.88,0.567,18.64,0.00,3.31,111.43
7226,WATTA,WATTA HOLDING BERHAD,Industrial Products & Services,Main Market,2.22,0.670,22.56,0.00,3.31,42.24
1058,MANULFE,MANULIFE HOLDINGS BERHAD,Financial Services,Main Market,14.04,4.250,14.60,3.41,3.30,424.32
3379,INSAS,INSAS BERHAD,Financial Services,Main Market,8.99,2.730,9.68,2.30,3.29,603.21
0149,FIBON,FIBON BERHAD,Industrial Products & Services,Main Market,1.71,0.520,21.62,1.46,3.29,36.26
5176,SUNREIT,SUNWAY REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,4.78,1.482,29.48,5.20,3.23,4828.98
5049,CVIEW,COUNTRY VIEW BERHAD,Property,Main Market,13.25,4.120,7.55,8.00,3.22,100.00
5125,PANTECH,PANTECH GROUP HOLDINGS BERHAD,Industrial Products & Services,Main Market,2.82,0.880,15.80,1.80,3.20,334.21
2852,CMSB,CAHYA MATA SARAWAK BERHAD,Industrial Products & Services,Main Market,8.01,2.510,24.72,1.52,3.19,2127.26
5273,CHINHIN,CHIN HIN GROUP BERHAD,Industrial Products & Services,Main Market,2.57,0.810,60.25,1.29,3.18,862.40
7083,ANALABS,ANALABS RESOURCES BERHAD,Industrial Products & Services,Main Market,7.46,2.350,15.68,1.71,3.17,140.46
0167,MCLEAN,MCLEAN TECHNOLOGIES BERHAD,Industrial Products & Services,Ace Market,0.44,0.140,83.39,0.00,3.17,72.97
6017,SHL,SHL CONSOLIDATED BHD,Property,Main Market,10.74,3.390,18.16,6.15,3.17,472.14
9873,PRESTAR,PRESTAR RESOURCES BERHAD,Industrial Products & Services,Main Market,4.65,1.490,18.39,1.17,3.12,175.13
0116,FOCUS,FOCUS DYNAMICS GROUP BERHAD,Consumer Products & Services,Ace Market,0.07,0.023,869.49,0.00,3.10,3807.48
5095,HEVEA,HEVEABOARD BERHAD,Industrial Products & Services,Main Market,2.28,0.740,27.89,6.30,3.08,360.52
7200,TEKSENG,TEK SENG HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.75,0.570,38.84,0.00,3.07,245.25
7130,KPOWER,KPOWER BERHAD,Consumer Products & Services,Main Market,4.42,1.440,54.08,0.95,3.07,1081.07
7757,UPA,UPA CORPORATION BHD,Consumer Products & Services,Main Market,9.84,3.320,21.85,3.72,2.96,171.10
4057,ASIAPAC,ASIAN PAC HOLDINGS BERHAD,Property,Main Market,3.12,1.053,4.17,0.00,2.96,135.15
5283,EWINT,ECO WORLD INTERNATIONAL BERHAD,Property,Main Market,3.35,1.140,13.89,0.00,2.94,1116.00
3743,SUNSURIA,SUNSURIA BERHAD,Property,Main Market,3.37,1.150,13.07,0.00,2.93,394.20
2542,RVIEW,RIVERVIEW RUBBER ESTATES BERHAD,Plantation,Main Market,12.31,4.210,24.05,3.72,2.92,191.96
9326,LBALUM,LB ALUMINIUM BERHAD,Industrial Products & Services,Main Market,3.56,1.230,16.84,1.67,2.90,149.09
8206,ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,Property,Main Market,4.59,1.590,11.11,3.92,2.89,1501.63
7164,KNM,KNM GROUP BERHAD,Energy,Main Market,1.84,0.650,10.03,0.00,2.84,609.11
0032,REDTONE,REDTONE DIGITAL BERHAD,Telecommunications & Media,Ace Market,0.56,0.197,61.10,5.29,2.82,266.03
2194,MMCCORP,MMC CORPORATION BERHAD,Transportation & Logistics,Main Market,8.68,3.080,9.39,1.84,2.82,2481.72
7169,DOMINAN,DOMINANT ENTERPRISE BERHAD,Industrial Products & Services,Main Market,5.12,1.830,13.87,5.63,2.80,117.32
0225,SCGBHD,SOUTHERN CABLE GROUP BERHAD,Industrial Products & Services,Ace Market,3.67,0.330,14.72,0.00,2.78,432.00
0146,JFTECH,JF TECHNOLOGY BERHAD,Technology,Ace Market,1.11,0.398,148.35,0.91,2.78,1515.36
6173,BDB,BINA DARULAMAN BERHAD,Property,Main Market,4.16,1.510,8.88,0.00,2.76,112.43
5161,JCY,JCY INTERNATIONAL BERHAD,Technology,Main Market,1.21,0.441,35.22,0.00,2.74,901.80
5249,IOIPG,IOI PROPERTIES GROUP BERHAD,Property,Main Market,9.28,3.420,16.16,1.00,2.71,8259.22
3174,L,LAND & GENERAL BERHAD,Property,Main Market,1.00,0.370,10.46,0.00,2.71,312.18
5094,CSCSTEL,CSC STEEL HOLDINGS BERHAD,Industrial Products & Services,Main Market,5.96,2.210,20.31,5.45,2.70,459.80
5171,KIMLUN,KIMLUN CORPORATION BERHAD,Construction,Main Market,5.64,2.097,13.30,4.40,2.69,265.03
5068,LUSTER,LUSTER INDUSTRIES BHD.,Industrial Products & Services,Main Market,0.24,0.090,89.70,0.00,2.66,621.98
6718,CRESNDO,CRESCENDO CORPORATION BERHAD,Property,Main Market,8.59,3.270,12.23,3.81,2.63,294.49
5843,KPS,KUMPULAN PERANGSANG SELANGOR BERHAD,Industrial Products & Services,Main Market,4.73,1.810,17.44,0.00,2.61,443.34
0202,RGTECH,RADIANT GLOBALTECH BERHAD,Technology,Ace Market,0.31,0.121,116.60,0.00,2.60,191.70
8524,TALIWRK,TALIWORKS CORPORATION BERHAD,Utilities,Main Market,1.25,0.485,66.28,6.33,2.58,1673.13
6114,MKH,MKH BERHAD,Property,Main Market,7.28,2.830,17.85,2.31,2.57,762.51
7018,CME,CME GROUP BERHAD,Industrial Products & Services,Main Market,0.15,0.058,36.98,0.00,2.57,48.41
7105,HCK,HCK CAPITAL GROUP BERHAD,Property,Main Market,1.23,0.490,107.75,0.00,2.50,559.95
0206,NADIBHD,GAGASAN NADI CERGAS BERHAD,Construction,Ace Market,1.47,0.590,20.02,3.39,2.50,222.14
5120,AMFIRST,AMFIRST REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,3.05,1.225,13.10,8.38,2.49,274.56
7595,MGB,MGB BERHAD,Construction,Main Market,2.32,0.930,36.25,0.00,2.49,421.39
5132,DELEUM,DELEUM BERHAD,Energy,Main Market,2.12,0.850,28.83,7.21,2.49,244.95
3107,FIMACOR,FIMA CORPORATION BERHAD,Industrial Products & Services,Main Market,5.62,2.280,31.65,7.02,2.47,436.57
8982,CEPAT,CEPATWAWASAN GROUP BERHAD,Plantation,Main Market,2.60,1.060,25.22,2.29,2.45,208.58
7099,ATTA,ATTA GLOBAL GROUP BERHAD,Industrial Products & Services,Main Market,4.02,1.650,12.94,0.00,2.44,110.93
7149,ENGKAH,ENG KAH CORPORATION BERHAD,Consumer Products & Services,Main Market,2.49,1.030,101.14,0.00,2.42,178.31
3557,ECOFIRS,ECOFIRST CONSOLIDATED BHD,Property,Main Market,1.06,0.442,35.83,0.00,2.40,317.79
9423,CWG,CWG HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.63,0.680,25.80,1.19,2.39,53.04
5568,APB,APB RESOURCES BERHAD,Industrial Products & Services,Main Market,3.38,1.420,16.42,0.00,2.38,62.65
2305,AYER,AYER HOLDINGS BERHAD,Property,Main Market,16.40,7.000,34.14,0.80,2.34,419.18
7323,KEN,KEN HOLDINGS BERHAD,Property,Main Market,4.19,1.820,11.81,0.00,2.30,94.90
3336,IJM,IJM CORPORATION BERHAD,Construction,Main Market,6.09,2.670,24.78,1.99,2.28,5498.09
7221,BSLCORP,BSL CORPORATION BERHAD,Industrial Products & Services,Main Market,2.58,1.130,20.19,0.00,2.28,50.96
7033,HIGHTEC,KUMPULAN H & L HIGH-TECH BERHAD,Industrial Products & Services,Main Market,5.98,2.637,41.15,1.42,2.27,99.91
1295,PBBANK,PUBLIC BANK BERHAD,Financial Services,Main Market,26.43,11.870,15.59,3.54,2.23,79972.05
5222,FGV,FGV HOLDINGS BERHAD,Plantation,Main Market,2.49,1.130,52.18,1.54,2.20,4742.60
5606,IGBB,IGB BERHAD,Property,Main Market,8.96,4.080,29.25,0.00,2.20,2327.88
0021,GHLSYS,GHL SYSTEMS BERHAD,Technology,Main Market,1.35,0.626,126.55,0.00,2.16,1951.97
