Code,Company,Company name,Category,Market,EPS,NTA,PE,DY,ROE,Market capital
7179,LAGENDA,LAGENDA PROPERTIES BERHAD,Property,Main Market,7.25,3.390,23.60,0.00,2.14,1399.62
9199,LYSAGHT,LYSAGHT GALVANIZED STEEL BERHAD,Industrial Products & Services,Main Market,7.89,3.700,26.99,2.35,2.13,88.57
7163,PJBUMI,PJBUMI BERHAD,Industrial Products & Services,Main Market,0.58,0.280,55.13,0.00,2.07,26.24
5231,PELIKAN,PELIKAN INTERNATIONAL CORPORATION BERHAD,Consumer Products & Services,Main Market,1.55,0.750,21.34,0.00,2.06,200.68
9962,GMUTUAL,GROMUTUAL BERHAD,Property,Main Market,1.96,0.960,13.03,1.96,2.04,95.78
4952,AHP,AMANAH HARTA TANAH PNB,Real Estate Investment Trusts,Main Market,2.55,1.257,39.17,0.00,2.03,220.00
5198,AFUJIYA,ABM FUJIYA BERHAD,Industrial Products & Services,Main Market,1.82,0.900,22.21,0.00,2.03,72.90
5040,MERIDIAN,MERIDIAN BERHAD,Property,Main Market,0.40,0.200,84.02,0.00,2.02,200.31
7232,RESINTC,RESINTECH BERHAD,Industrial Products & Services,Main Market,2.31,1.180,16.92,3.85,1.95,53.51
6181,MALTON,MALTON BERHAD,Property,Main Market,3.39,1.750,13.29,0.00,1.93,237.66
9717,SYCAL,SYCAL VENTURES BERHAD,Construction,Main Market,1.30,0.671,20.07,0.00,1.93,108.24
2216,IJMPLNT,IJM PLANTATIONS BERHAD,Plantation,Main Market,2.81,1.460,60.48,1.18,1.93,1496.99
7222,IMASPRO,IMASPRO CORPORATION BERHAD,Industrial Products & Services,Main Market,3.00,1.630,68.94,1.69,1.84,165.60
3158,YNHPROP,YNH PROPERTY BERHAD,Property,Main Market,4.34,2.360,63.90,0.90,1.84,1465.33
0058,JCBNEXT,JCBNEXT BERHAD,Industrial Products & Services,Main Market,4.30,2.350,30.23,3.08,1.83,174.36
7060,NHFATT,NEW HOONG FATT HOLDINGS BERHAD,Consumer Products & Services,Main Market,10.06,5.580,21.76,4.57,1.80,181.05
7028,ZECON,ZECON BERHAD,Construction,Main Market,3.11,1.730,14.77,0.00,1.80,66.29
6602,BCB,BCB BERHAD,Property,Main Market,2.07,1.180,17.14,0.00,1.76,146.44
9261,GADANG,GADANG HOLDINGS BHD,Construction,Main Market,1.94,1.120,20.33,2.53,1.73,287.58
5232,LEONFB,LEON FUAT BERHAD,Industrial Products & Services,Main Market,2.03,1.170,24.67,0.00,1.73,155.00
2453,KLUANG,KLUANG RUBBER COMPANY (MALAYA) BERHAD,Plantation,Main Market,17.32,10.005,19.63,0.29,1.73,214.79
2186,KUCHAI,KUCHAI DEVELOPMENT BERHAD,Financial Services,Main Market,5.84,3.402,27.40,0.72,1.72,198.00
0039,GFM,GFM SERVICES BERHAD,Industrial Products & Services,Ace Market,0.40,0.240,41.50,1.03,1.66,85.95
5072,HIAPTEK,HIAP TECK VENTURE BERHAD,Industrial Products & Services,Main Market,1.04,0.630,37.07,0.78,1.65,538.16
7157,CYL,CYL CORPORATION BERHAD,Industrial Products & Services,Main Market,1.07,0.653,44.31,1.05,1.64,47.50
7209,CHEETAH,CHEETAH HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.83,1.120,54.70,0.00,1.63,127.62
3778,MELEWAR,MELEWAR INDUSTRIAL GROUP BERHAD,Industrial Products & Services,Main Market,1.52,0.930,28.03,0.00,1.63,152.75
5041,PBA,PBA HOLDINGS BHD,Utilities,Main Market,3.45,2.120,24.47,4.14,1.63,279.92
2569,SBAGAN,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,Plantation,Main Market,13.39,8.375,22.41,0.67,1.60,199.00
9385,LAYHONG,LAY HONG BERHAD,Consumer Products & Services,Main Market,0.81,0.520,40.20,2.31,1.55,214.59
7207,SUCCESS,SUCCESS TRANSFORMER CORPORATION BERHAD,Industrial Products & Services,Main Market,2.11,1.400,37.16,7.26,1.51,196.52
4723,JAKS,JAKS RESOURCES BERHAD,Construction,Main Market,2.30,1.540,29.29,0.00,1.50,1184.74
0101,TMCLIFE,TMC LIFE SCIENCES BERHAD,Health Care,Main Market,0.67,0.450,105.85,0.24,1.49,1236.74
8761,BREM,BREM HOLDING BERHAD,Construction,Main Market,2.53,1.700,32.39,0.00,1.49,283.29
0104,GENETEC,GENETEC TECHNOLOGY BERHAD,Technology,Ace Market,2.62,1.760,167.93,0.00,1.49,196.82
7765,RAPID,RAPID SYNERGY BERHAD,Property,Main Market,2.03,1.370,349.27,0.00,1.48,758.97
0089,TEXCYCL,TEX CYCLE TECHNOLOGY (M) BERHAD,Industrial Products & Services,Ace Market,0.63,0.426,67.04,0.00,1.47,107.60
0083,NOTION,NOTION VTEC BERHAD,Technology,Main Market,1.22,0.836,74.91,0.00,1.46,471.32
0189,MATANG,MATANG BERHAD,Plantations,Ace Market,0.15,0.100,54.99,1.88,1.45,144.80
7215,NIHSIN,NI HSIN RESOURCES BERHAD,Consumer Products & Services,Main Market,0.41,0.280,49.19,0.00,1.45,67.83
4006,ORIENT,ORIENTAL HOLDINGS BERHAD,Consumer Products & Services,Main Market,14.71,10.296,35.75,5.70,1.43,3263.27
5020,GLOMAC,GLOMAC BERHAD,Property,Main Market,1.93,1.440,15.84,3.28,1.34,244.03
5797,CHOOBEE,CHOO BEE METAL INDUSTRIES BHD,Industrial Products & Services,Main Market,5.18,3.890,27.05,0.00,1.33,184.37
1694,MENANG,MENANG CORPORATION (M) BERHAD,Property,Main Market,0.89,0.673,54.84,0.00,1.33,235.59
9148,ADVPKG,ADVANCED PACKAGING TECHNOLOGY (M) BHD,Industrial Products & Services,Main Market,2.05,1.550,116.19,0.00,1.32,48.80
5111,TWRREIT,TOWER REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,2.49,1.900,23.29,4.19,1.31,162.69
8419,PANSAR,PANSAR BERHAD,Industrial Products & Services,Main Market,0.46,0.370,152.28,2.13,1.25,326.19
5284,LCTITAN,LOTTE CHEMICAL TITAN HOLDING BERHAD,Industrial Products & Services,Main Market,6.44,5.190,36.96,2.94,1.24,5492.54
5212,PAVREIT,PAVILION REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.52,1.242,90.68,2.99,1.23,4202.52
4936,MALPAC,MALPAC HOLDINGS BERHAD,Plantation,Main Market,2.70,2.240,36.30,0.00,1.21,73.50
9288,BONIA,BONIA CORPORATION BERHAD,Consumer Products & Services,Main Market,2.08,1.920,38.52,2.31,1.08,161.26
2984,FACBIND,FACB INDUSTRIES INCORPORATED BERHAD,Industrial Products & Services,Main Market,2.85,2.710,50.88,0.00,1.05,123.49
7183,IQZAN,IQZAN HOLDING BERHAD,Industrial Products & Services,Main Market,0.18,0.170,62.00,0.00,1.04,20.33
5129,MELATI,MELATI EHSAN HOLDINGS BERHAD,Construction,Main Market,1.81,1.810,29.23,1.89,1.00,63.60
5247,KAREX,KAREX BERHAD,Consumer Products & Services,Main Market,0.46,0.480,168.27,1.29,0.96,816.43
2879,CCM,CHEMICAL COMPANY OF MALAYSIA BERHAD,Industrial Products & Services,Main Market,1.76,1.900,174.55,1.62,0.93,516.50
7528,DKLS,DKLS INDUSTRIES BHD,Construction,Main Market,4.08,4.400,37.25,1.97,0.93,140.90
5156,XDL,XIDELANG HOLDINGS LTD,Consumer Products & Services,Main Market,0.65,0.710,10.05,0.00,0.91,137.55
8893,MKLAND,MK LAND HOLDINGS BERHAD,Property,Main Market,0.88,0.990,18.14,6.25,0.89,193.16
7137,UMS,UMS HOLDINGS BERHAD,Industrial Products & Services,Main Market,3.35,3.910,58.26,3.08,0.86,79.35
7471,EDEN,EDEN INC. BERHAD,Utilities,Main Market,0.58,0.740,25.88,0.00,0.78,60.50
5237,MPHBCAP,MPHB CAPITAL BERHAD,Financial Services,Main Market,1.53,2.000,63.34,0.00,0.77,693.55
5081,EIG,ESTHETICS INTERNATIONAL GROUP BERHAD,Consumer Products & Services,Main Market,0.55,0.730,75.93,4.17,0.76,99.62
9008,OMESTI,OMESTI BERHAD,Technology,Main Market,0.26,0.349,225.58,0.00,0.75,314.00
0109,SCBUILD,SC ESTATE BUILDER BERHAD,Construction,Ace Market,0.03,0.038,178.75,0.00,0.74,47.91
0226,ANEKA,ANEKA JARINGAN HOLDINGS BERHAD,Construction,Ace Market,0.35,0.246,83.45,0.00,0.71,156.05
7071,OCR,OCR GROUP BERHAD,Construction,Main Market,0.22,0.340,115.04,0.00,0.64,114.23
9571,MITRA,MITRAJAYA HOLDINGS BERHAD,Construction,Main Market,0.58,0.910,41.63,0.00,0.63,200.68
7174,CAB,CAB CAKARAN CORPORATION BERHAD,Consumer Products & Services,Main Market,0.42,0.670,103.42,0.58,0.62,296.92
6742,YTLPOWR,YTL POWER INTERNATIONAL BHD,Utilities,Main Market,0.91,1.580,72.67,0.00,0.57,5384.42
5281,ADVCON,ADVANCECON HOLDINGS BERHAD,Construction,Main Market,0.26,0.460,142.00,2.67,0.57,151.94
2038,NSOP,NEGRI SEMBILAN OIL PALMS BERHAD,Plantation,Main Market,4.22,7.650,71.86,1.98,0.55,212.71
9695,PLS,PLS PLANTATIONS BERHAD,Plantation,Main Market,0.30,0.561,368.20,0.00,0.54,439.26
4251,IBHD,I-BERHAD,Property,Main Market,0.54,1.010,42.60,3.04,0.53,257.26
5207,SBCCORP,SBC CORPORATION BERHAD,Property,Main Market,0.78,1.620,49.89,0.00,0.48,100.67
5075,PLENITU,PLENITUDE BERHAD,Property,Main Market,1.91,4.150,51.96,2.02,0.46,377.72
4359,TURIYA,TURIYA BERHAD,Technology,Main Market,0.24,0.530,136.15,0.00,0.45,74.34
8613,ENRA,ENRA GROUP BERHAD,Property,Main Market,0.36,0.880,166.48,2.07,0.41,82.41
5243,VELESTO,VELESTO ENERGY BERHAD,Energy,Main Market,0.14,0.347,90.85,0.00,0.41,1068.03
0211,TASHIN,TASHIN HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.20,0.550,180.86,0.00,0.36,123.89
1589,IWCITY,ISKANDAR WATERFRONT CITY BERHAD,Property,Main Market,0.34,0.960,135.49,0.00,0.35,385.20
7003,Y,Y&G CORPORATION BHD,Property,Main Market,0.45,1.340,120.03,0.00,0.34,119.07
7609,AJIYA,AJIYA BERHAD,Industrial Products & Services,Main Market,0.39,1.190,140.18,0.00,0.33,167.52
5576,MINHO,MINHO (M) BERHAD,Industrial Products & Services,Main Market,0.31,1.100,104.91,0.00,0.28,110.68
9121,KPSCB,KPS CONSORTIUM BERHAD,Industrial Products & Services,Main Market,0.36,1.840,149.79,0.00,0.19,79.09
5056,ENGTEX,ENGTEX GROUP BERHAD,Industrial Products & Services,Main Market,0.30,1.580,191.31,1.07,0.19,257.13
5007,CHINWEL,CHIN WELL HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.29,1.970,353.81,1.46,0.15,308.52
3476,KSENG,KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,0.81,6.060,445.86,0.00,0.13,1312.16
7121,XIANLNG,XIAN LENG HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.00,0.620,"17,486.25",0.00,0.01,69.95
0159,AMEDIA,ASIA MEDIA GROUP BERHAD,Telecommunications & Media,Main Market,-0.20,-1.770,-71.33,0.00,0.00,33.53
7182,EKA,EKA NOODLES BERHAD,Consumer Products & Services,Main Market,-0.47,-0.110,-14.77,0.00,0.00,21.84
5229,CAP,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,Industrial Products & Services,Main Market,-0.07,-0.002,-14.10,0.00,0.00,13.62
4847,KTB,KONSORTIUM TRANSNASIONAL BERHAD,Consumer Products & Services,Main Market,-8.38,-0.110,-1.85,0.00,0.00,62.43
0045,GNB,G NEPTUNE BERHAD,Technology,Ace Market,-0.85,-0.024,-1.76,0.00,0.00,4.33
9474,BRAHIMS,BRAHIM'S HOLDINGS BERHAD,Consumer Products & Services,Main Market,-20.69,-0.050,-1.26,0.00,0.00,61.43
9806,NATWIDE,NATIONWIDE EXPRESS HOLDINGS BERHAD,Transportation & Logistics,Main Market,-32.68,-0.150,-0.93,0.00,0.00,37.59
8346,PRKCORP,PERAK CORPORATION BERHAD,Transportation & Logistics,Main Market,-70.97,-0.430,-0.51,0.00,0.00,36.00
0091,DAYA,DAYA MATERIALS BERHAD,Energy,Main Market,-1.98,-0.101,-0.51,0.00,0.00,20.43
6203,KHEESAN,KHEE SAN BERHAD,Consumer Products & Services,Main Market,-83.79,-0.120,-0.30,0.00,0.00,28.60
5238,AAX,AIRASIA X BERHAD,Consumer Products & Services,Main Market,-30.36,-0.280,-0.23,0.00,0.00,290.37
5060,KINSTEL,KINSTEEL BHD,Industrial Products & Services,Main Market,-2.60,-0.760,-0.19,0.00,0.00,5.25
7158,SCOMI,SCOMI GROUP BERHAD,Energy,Main Market,-24.68,-0.220,-0.10,0.00,0.00,27.35
7251,BARAKAH,BARAKAH OFFSHORE PETROLEUM BERHAD,Energy,Main Market,3.34,-0.186,1.35,0.00,0.00,37.61
7173,TOYOVEN,TOYO VENTURES HOLDINGS BERHAD,Industrial Products & Services,Main Market,3.14,0.000,86.11,0.74,0.00,288.91
4081,PMCORP,PAN MALAYSIA CORPORATION BERHAD,Consumer Products & Services,Main Market,-0.02,0.402,-743.62,0.00,-0.04,96.67
7133,ULICORP,UNITED U-LI CORPORATION BERHAD,Industrial Products & Services,Main Market,-0.15,1.313,-757.27,0.88,-0.11,246.11
8052,CGB,CENTRAL GLOBAL BERHAD,Industrial Products & Services,Main Market,-0.08,0.530,"-1,221.43",0.00,-0.15,85.50
0131,DGSB,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,Technology,Ace Market,-0.86,5.710,-16.95,2.76,-0.15,108.13
5104,CNI,CNI HOLDINGS BERHAD,Consumer Products & Services,Main Market,-0.02,0.100,-447.06,0.00,-0.21,68.40
5253,ECONBHD,ECONPILE HOLDINGS BERHAD,Construction,Main Market,-0.07,0.300,-665.17,0.00,-0.22,616.61
8877,EKOVEST,EKOVEST BERHAD,Construction,Main Market,-0.20,0.930,-223.63,1.10,-0.22,1226.60
5148,UEMS,UEM SUNRISE BERHAD,Property,Main Market,-0.35,1.550,-112.91,0.00,-0.23,2023.39
7115,SKBSHUT,SKB SHUTTERS CORPORATION BERHAD,Industrial Products & Services,Main Market,-0.87,2.070,-123.34,0.00,-0.42,42.80
5225,IHH,IHH HEALTHCARE BERHAD,Health Care,Main Market,-1.02,2.420,-495.30,0.79,-0.42,44500.50
8532,PERTAMA,PERTAMA DIGITAL BERHAD,Consumer Products & Services,Main Market,-0.13,0.300,-304.52,0.00,-0.43,169.01
5239,TITIJYA,TITIJAYA LAND BERHAD,Property,Main Market,-0.36,0.850,-107.16,0.00,-0.43,529.78
7170,LFECORP,LFE CORPORATION BERHAD,Industrial Products & Services,Main Market,-0.07,0.160,-279.35,0.00,-0.46,50.28
6084,STAR,STAR MEDIA GROUP BERHAD,Telecommunications & Media,Main Market,-0.51,1.090,-65.54,5.97,-0.47,247.42
7036,BORNOIL,BORNEO OIL BERHAD,Industrial Products & Services,Main Market,-0.06,0.120,-70.85,0.00,-0.47,271.07
0025,YBS,YBS INTERNATIONAL BERHAD,Industrial Products & Services,Ace Market,-0.12,0.250,-250.76,0.00,-0.49,75.98
5109,YTLREIT,YTL HOSPITALITY REIT,Real Estate Investment Trusts,Main Market,-0.79,1.512,-105.33,8.05,-0.52,1423.17
5015,APM,APM AUTOMOTIVE HOLDINGS BERHAD,Industrial Products & Services,Main Market,-3.36,6.350,-65.80,4.52,-0.53,445.54
9741,ROHAS,ROHAS TECNIC BERHAD,Industrial Products & Services,Main Market,-0.37,0.690,-94.04,2.90,-0.53,163.07
8397,TNLOGIS,TIONG NAM LOGISTICS HOLDINGS BERHAD,Transportation & Logistics,Main Market,-0.83,1.530,-100.23,0.00,-0.54,438.09
7285,TOMYPAK,TOMYPAK HOLDINGS BERHAD,Industrial Products & Services,Main Market,-0.24,0.440,-319.10,0.00,-0.55,331.54
5170,SCABLE,SARAWAK CABLE BERHAD,Industrial Products & Services,Main Market,-27.97,46.000,-1.34,0.00,-0.61,118.89
5073,NAIM,NAIM HOLDINGS BERHAD,Property,Main Market,-1.63,2.600,-43.77,13.85,-0.63,367.37
0086,YGL,YGL CONVERGENCE BERHAD,Technology,Ace Market,-2.96,4.640,-5.90,0.00,-0.64,44.72
4758,ANCOM,ANCOM BERHAD,Industrial Products & Services,Main Market,-0.94,1.430,-119.90,0.00,-0.66,285.83
8567,SALCON,SALCON BERHAD,Utilities,Main Market,-0.40,0.510,-56.52,0.00,-0.78,227.79
0111,K1,K-ONE TECHNOLOGY BERHAD,Technology,Ace Market,-0.12,0.149,-266.30,0.00,-0.80,256.98
3662,MFLOUR,MALAYAN FLOUR MILLS BERHAD,Consumer Products & Services,Main Market,-0.85,1.050,-115.28,3.06,-0.81,991.28
7131,ACME,ACME HOLDINGS BERHAD,Property,Main Market,-0.27,0.320,-101.46,0.00,-0.83,83.09
1201,SUMATEC,SUMATEC RESOURCES BERHAD,Energy,Main Market,-0.10,0.120,-4.92,0.00,-0.85,21.26
0176,KRONO,KRONOLOGI ASIA BERHAD,Technology,Ace Market,-0.39,0.460,-212.14,0.00,-0.86,437.02
3573,LIENHOE,LIEN HOE CORPORATION BERHAD,Property,Main Market,-1.18,1.340,-30.00,0.00,-0.88,128.42
0162,WIDAD,WIDAD GROUP BERHAD,Construction,Ace Market,-0.06,0.070,-821.48,0.00,-0.90,1318.48
2135,GOPENG,GOPENG BERHAD,Plantation,Main Market,-0.98,1.040,-65.48,3.91,-0.94,172.16
5121,HEKTAR,HEKTAR REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,-1.27,1.328,-44.97,13.63,-0.95,263.32
7811,SAPIND,SAPURA INDUSTRIAL BERHAD,Industrial Products & Services,Main Market,-1.42,1.420,-52.99,2.65,-1.00,54.95
9334,KESM,KESM INDUSTRIES BERHAD,Technology,Main Market,-8.53,8.307,-195.37,0.45,-1.03,716.62
3816,MISC,MISC BERHAD,Transportation & Logistics,Main Market,-7.82,7.390,-79.02,5.34,-1.06,27586.24
5070,PRTASCO,PROTASCO BERHAD,Construction,Main Market,-0.73,0.675,-34.35,0.00,-1.08,123.85
0048,ANCOMLB,ANCOM LOGISTICS BERHAD,Transportation & Logistics,Ace Market,-0.06,0.050,-678.68,0.00,-1.12,179.85
1007,AMPROP,AMCORP PROPERTIES BERHAD,Property,Main Market,-1.67,1.390,-24.52,7.32,-1.20,300.59
7943,SNC,SAND NISKO CAPITAL BERHAD,Consumer Products & Services,Main Market,-0.41,0.330,-87.50,0.00,-1.25,30.89
0056,GRANFLO,GRAND-FLO BERHAD,Technology,Main Market,-0.25,0.202,-130.27,0.00,-1.26,174.95
7096,GPA,GPA HOLDINGS BERHAD,Industrial Products & Services,Main Market,-0.14,0.110,-50.22,0.00,-1.27,107.07
0191,CABNET,CABNET HOLDINGS BERHAD,Technology,Ace Market,-0.34,0.263,-69.20,0.00,-1.29,42.01
5622,PEB,PIMPINAN EHSAN BERHAD,Construction,Main Market,-1.32,1.020,-72.15,0.00,-1.30,66.01
5048,YILAI,YI-LAI BERHAD,Industrial Products & Services,Main Market,-1.75,1.340,-53.88,0.00,-1.31,137.56
5108,ICAP,ICAPITAL.BIZ BERHAD,Closed-End Fund,Main Market,-4.15,3.010,-47.74,0.00,-1.38,277.20
8494,LBICAP,LBI CAPITAL BERHAD,Property,Main Market,-1.91,1.370,-35.82,4.38,-1.40,70.36
0093,SOLUTN,SOLUTION GROUP BERHAD,Technology,Ace Market,-0.18,0.124,-738.08,0.00,-1.48,519.61
7117,CJCEN,CJ CENTURY LOGISTICS HOLDINGS BERHAD,Transportation & Logistics,Main Market,-1.05,0.700,-44.37,0.00,-1.50,276.32
6149,METROD,METROD HOLDINGS BERHAD,Industrial Products & Services,Main Market,-5.15,3.397,-25.06,4.65,-1.52,154.80
0119,APPASIA,APPASIA BERHAD,Technology,Ace Market,-0.12,0.080,-538.98,0.00,-1.52,236.08
3042,PETRONM,PETRON MALAYSIA REFINING & MARKETING BHD,Energy,Main Market,-9.77,6.290,-49.77,2.47,-1.55,1312.20
3182,GENTING,GENTING BERHAD,Consumer Products & Services,Main Market,-13.42,8.630,-30.92,5.30,-1.56,16089.12
7374,TIENWAH,TIEN WAH PRESS HOLDINGS BERHAD,Industrial Products & Services,Main Market,-3.11,1.990,-29.08,6.08,-1.56,130.99
7186,SWSCAP,SWS CAPITAL BERHAD,Consumer Products & Services,Main Market,-0.78,0.496,-94.06,0.00,-1.56,154.45
4677,YTL,YTL CORPORATION BERHAD,Utilities,Main Market,-1.85,1.170,-35.68,0.00,-1.58,7275.02
5022,PAOS,PAOS HOLDINGS BERHAD,Consumer Products & Services,Main Market,-0.84,0.510,-35.85,5.33,-1.64,54.35
7086,ABLEGRP,ABLEGROUP BERHAD,Industrial Products & Services,Main Market,-0.26,0.160,-49.51,0.00,-1.64,34.31
9628,LEBTECH,LEBTECH BERHAD,Construction,Main Market,-1.56,0.939,-64.63,0.00,-1.66,137.85
7004,MCEHLDG,MCE HOLDINGS BERHAD,Industrial Products & Services,Main Market,-2.79,1.656,-47.30,0.00,-1.68,64.48
7165,KTG,KTG BERHAD,Industrial Products & Services,Main Market,-0.79,0.469,-26.51,0.00,-1.69,64.10
6572,KWANTAS,KWANTAS CORPORATION BERHAD,Plantation,Main Market,-6.17,3.636,-26.59,0.00,-1.70,511.15
9407,PARAGON,PARAGON UNION BERHAD,Consumer Products & Services,Main Market,-0.98,0.570,-126.72,0.00,-1.72,86.80
5192,KSSC,K. SENG SENG CORPORATION BERHAD,Industrial Products & Services,Main Market,-1.43,0.810,-42.56,0.00,-1.77,70.27
7412,SHH,SHH RESOURCES HOLDINGS BERHAD,Consumer Products & Services,Main Market,-2.34,1.320,-43.62,0.00,-1.77,51.00
5242,SOLID,SOLID AUTOMOTIVE BERHAD,Consumer Products & Services,Main Market,-0.67,0.370,-31.48,0.00,-1.80,109.07
5188,CNOUHUA,CHINA OUHUA WINERY HOLDINGS LIMITED,Consumer Products & Services,Main Market,-0.33,0.180,-15.27,0.00,-1.82,33.40
5087,MYCRON,MYCRON STEEL BERHAD,Industrial Products & Services,Main Market,-2.17,1.190,-22.10,0.00,-1.83,156.99
7094,EUROSP,EUROSPAN HOLDINGS BERHAD,Consumer Products & Services,Main Market,-1.84,0.963,-36.75,0.00,-1.91,29.98
9091,EMICO,EMICO HOLDINGS BERHAD,Consumer Products & Services,Main Market,-0.80,0.420,-32.95,0.00,-1.91,30.44
9938,BRIGHT,BRIGHT PACKAGING INDUSTRY BERHAD,Industrial Products & Services,Main Market,-1.08,0.560,-21.78,0.00,-1.93,48.25
3395,BJCORP,BERJAYA CORPORATION BERHAD,Industrial Products & Services,Main Market,-2.41,1.248,-7.47,0.00,-1.93,945.99
7201,PICORP,PROGRESSIVE IMPACT CORPORATION BERHAD,Industrial Products & Services,Main Market,-0.22,0.110,-45.07,5.50,-2.02,65.80
0059,ECOHLDS,ECOBUILT HOLDINGS BERHAD,Telecommunications & Media,Main Market,-0.71,0.348,-27.99,0.00,-2.05,68.98
7246,SIGN,SIGNATURE INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,-1.42,0.690,-32.65,0.00,-2.06,122.17
0133,SANICHI,SANICHI TECHNOLOGY BERHAD,Industrial Products & Services,Ace Market,-0.41,0.190,-9.71,0.00,-2.17,80.19
5090,MEDIAC,MEDIA CHINESE INTERNATIONAL LIMITED,Telecommunications & Media,Main Market,-0.88,0.398,-18.69,6.55,-2.22,278.39
1198,MAA,MAA GROUP BERHAD,Financial Services,Main Market,-4.10,1.850,-17.54,0.00,-2.22,189.89
9318,FITTERS,FITTERS DIVERSIFIED BERHAD,Industrial Products & Services,Main Market,-1.75,0.774,-12.27,0.00,-2.26,103.31
8044,CFM,COMPUTER FORMS (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,-2.55,1.090,-93.20,0.00,-2.34,97.58
3948,DUTALND,DUTALAND BERHAD,Plantation,Main Market,-3.52,1.480,-9.81,2.90,-2.38,291.91
2224,SDRED,SELANGOR DREDGING BERHAD,Property,Main Market,-4.68,1.953,-10.59,0.00,-2.39,210.93
4219,BJLAND,BERJAYA LAND BERHAD,Consumer Products & Services,Main Market,-1.96,0.810,-8.91,0.00,-2.42,875.06
1619,DRBHCOM,DRB-HICOM BERHAD,Consumer Products & Services,Main Market,-8.23,3.390,-21.86,1.11,-2.43,3479.83
0170,KANGER,KANGER INTERNATIONAL BERHAD,Consumer Products & Services,Ace Market,-0.26,0.108,-43.55,0.00,-2.45,266.00
7080,PERMAJU,PERMAJU INDUSTRIES BERHAD,Consumer Products & Services,Main Market,-1.27,0.510,-10.63,0.00,-2.49,82.08
7544,QUALITY,QUALITY CONCRETE HOLDINGS BERHAD,Industrial Products & Services,Main Market,-4.40,1.750,-20.92,0.00,-2.51,53.33
1503,GUOCO,GUOCOLAND (MALAYSIA) BERHAD,Property,Main Market,-4.61,1.826,-12.68,0.00,-2.53,409.77
8591,CRESBLD,CREST BUILDER HOLDINGS BERHAD,Construction,Main Market,-7.60,2.940,-8.75,5.26,-2.58,117.65
2607,INCKEN,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,Plantation,Main Market,-4.17,1.610,-11.99,2.12,-2.59,210.38
8664,SPSETIA,S P SETIA BERHAD,Property,Main Market,-7.55,2.890,-11.85,1.12,-2.61,3630.78
2682,AISB,AMALGAMATED INDUSTRIAL STEEL BERHAD,Property,Main Market,-2.58,0.959,-10.68,0.00,-2.69,39.70
8907,EG,EG INDUSTRIES BERHAD,Industrial Products & Services,Main Market,-3.16,1.170,-28.95,0.00,-2.70,344.34
7889,THRIVEN,THRIVEN GLOBAL BERHAD,Property,Main Market,-0.95,0.350,-17.89,0.00,-2.72,92.98
6041,FARLIM,FARLIM GROUP (MALAYSIA) BHD,Property,Main Market,-2.80,1.030,-9.83,0.00,-2.72,46.31
7190,PPG,PELANGI PUBLISHING GROUP BHD.,Telecommunications & Media,Main Market,-2.65,0.970,-13.39,2.82,-2.73,35.52
5047,NPC,NPC RESOURCES BERHAD,Plantation,Main Market,-11.32,4.130,-16.78,0.00,-2.74,228.00
9539,MUH,MULTI-USAGE HOLDINGS BERHAD,Property,Main Market,-3.14,1.140,-18.13,0.00,-2.76,32.16
5182,MCT,MCT BERHAD,Property,Main Market,-1.67,0.594,-10.48,0.00,-2.81,254.97
7070,VIZIONE,VIZIONE HOLDINGS BERHAD,Construction,Main Market,-2.38,0.817,-10.69,0.00,-2.92,201.07
7134,PWF,PWF CORPORATION BERHAD,Consumer Products & Services,Main Market,-5.15,1.760,-9.52,0.00,-2.93,85.27
3611,PGLOBE,PARAGON GLOBE BERHAD,Property,Main Market,-3.76,1.280,-14.75,0.00,-2.94,103.59
9679,WCT,WCT HOLDINGS BERHAD,Construction,Main Market,-6.68,2.230,-6.66,0.00,-3.00,631.08
8672,KAMDAR,KAMDAR GROUP (M) BERHAD,Consumer Products & Services,Main Market,-3.34,1.090,-8.22,0.00,-3.07,54.45
5098,MASTEEL,MALAYSIA STEEL WORKS (KL) BHD,Industrial Products & Services,Main Market,-4.91,1.590,-10.38,0.00,-3.09,230.90
6637,PNEPCB,PNE PCB BERHAD,Industrial Products & Services,Main Market,-1.26,0.400,-20.57,0.00,-3.16,93.61
0203,SMETRIC,SECUREMETRIC BERHAD,Technology,Ace Market,-0.25,0.078,-58.05,0.00,-3.19,77.72
5101,EVERGRN,EVERGREEN FIBREBOARD BERHAD,Industrial Products & Services,Main Market,-4.28,1.340,-9.69,0.00,-3.19,351.27
